ident,type,name,iso_country,iso_region,municipality,iata_code,state_code
6FD1,heliport,Crystal River Power Plant Heliport,US,US-FL,Crystal River,,FL
6FD2,small_airport,Big Oaks Ranch Airport,US,US-FL,Chuluota,,FL
6FD4,heliport,Dunedin Heliport,US,US-FL,Dunedin,,FL
6FD5,small_airport,Blanket Bay Airport,US,US-FL,Yeehaw Junction,,FL
6FD6,small_airport,Britt Brown & Porter Ranch Airport,US,US-FL,Eustis,,FL
6FD7,small_airport,Thomson Airfield,US,US-FL,Ellenton,,FL
6FD8,heliport,Broward Health Medical Center Heliport,US,US-FL,Fort Lauderdale,,FL
6FD9,closed,Thunderbird Heliport,US,US-FL,Fort Lauderdale,,FL
6FL0,small_airport,Seminole Lake Gliderport,US,US-FL,Groveland,,FL
6FL1,heliport,Mayo Clinic Heliport,US,US-FL,Jacksonville,,FL
6FL2,small_airport,Kilpatrick Farm Airport,US,US-FL,Sneads,,FL
6FL3,small_airport,Payson Ranch Airport,US,US-FL,Punta Gorda,,FL
6FL4,small_airport,Sylvanmir Farms Airport,US,US-FL,Keaton Beach,,FL
6FL5,heliport,Twin Cities Hospital Heliport,US,US-FL,Niceville,,FL
6FL6,heliport,Sarasota Dept Of Fire-Rescue East Side Heliport,US,US-FL,Sarasota,,FL
6FL7,heliport,Timmer Heliport,US,US-FL,Lake Wales,,FL
6FL8,small_airport,Ames Field,US,US-FL,Trenton,,FL
6FL9,small_airport,Saw Whet Farms Airport,US,US-FL,Bell,,FL
6G6,small_airport,Cove Valley Airport,US,US-PA,Williamsburg,,PA
6G8,small_airport,Shamrock Field,US,US-MI,Brooklyn,,MI
6GA0,small_airport,Stoney Point Field,US,US-GA,Cumming,,GA
6GA1,small_airport,Fagundes Field,US,US-GA,Haralson,,GA
6GA2,heliport,Becker Heliport,US,US-GA,Monroe,,GA
6GA3,heliport,Hca Parkway Medical Center Heliport,US,US-GA,Lithia Springs,,GA
6GA4,small_airport,Spring Valley Farm Airport,US,US-GA,Loganville,,GA
6GA5,small_airport,Kolibri Airport,US,US-GA,Whitesburg,,GA
6GA6,heliport,Central State Hospital Heliport,US,US-GA,Milledgeville,,GA
6GA7,heliport,Mac Heliport,US,US-GA,Cumming,,GA
6GA8,small_airport,Flying W Farms Airport,US,US-GA,Carrollton,,GA
6GA9,closed,Palmyra Park Heliport,US,US-GA,Albany,,GA
6GE2,small_airport,Rainbow Field,US,US-GA,Woodland,,GA
6H4,small_airport,Van Wagnen Airport,US,US-MI,Napoleon,,MI
6H8,small_airport,Hazelton Municipal Airport,US,US-ND,Hazelton,,ND
6IA0,heliport,Decatur County Hospital Heliport,US,US-IA,Leon,,IA
6IA1,heliport,Loring Hospital Heliport,US,US-IA,Sac City,,IA
6IA2,heliport,Jennie Edmundson Hospital Heliport,US,US-IA,Council Bluffs,,IA
6IA3,heliport,Saint Luke's Medical Center Heliport,US,US-IA,Sioux City,,IA
6IA4,heliport,Polk County Hospital Heliport,US,US-IA,Des Moines,,IA
6IA5,small_airport,Davis Field,US,US-IA,Dunkerton,,IA
6IA6,small_airport,Leise Airport,US,US-IA,Albion,,IA
6IA7,small_airport,R S Auto Airport,US,US-IA,Lockridge,,IA
6IA8,heliport,Mmsc Heliport,US,US-IA,Marshalltown,,IA
6IA9,heliport,Clarke County Hospital Heliport,US,US-IA,Osceola,,IA
6ID1,small_airport,Regan Ranch Airport,US,US-ID,Coeur D Alene,,ID
6II0,small_airport,Turnpaugh Field,US,US-IN,Walton,,IN
6II1,closed,Executive Inn Heliport,US,US-IN,Evansville,,IN
6II2,small_airport,Willis Airport Site No. 2 Airport,US,US-IN,Greenfield,,IN
6II3,heliport,Terre Haute Pepsi Cola Heliport,US,US-IN,Terre Haute,,IN
6II4,small_airport,Cornell Airport,US,US-IN,Boonville,,IN
6II5,heliport,Southport Heliport,US,US-IN,Indianapolis,,IN
6II6,small_airport,David Beiswanger Ultralightport,US,US-IN,South Milford,,IN
6II7,small_airport,Bergs Airport,US,US-IN,Lizton,,IN
6II8,small_airport,Godahavit Airport,US,US-IN,Wheatland,,IN
6IL0,small_airport,Idlas Restricted Landing Area,US,US-IL,Genoa,,IL
6IL1,heliport,The American Coal Company Heliport,US,US-IL,Galatia,,IL
6IL2,small_airport,Phyllis Field,US,US-IL,Huntley,,IL
6IL3,small_airport,Rummel Restricted Landing Area,US,US-IL,German Valley,,IL
6IL4,small_airport,Foxfield Aerodrome,US,US-IL,Lanark,,IL
6IL5,small_airport,Keil Airport,US,US-IL,Dongola,,IL
6IL6,small_airport,Reid Restricted Landing Area,US,US-IL,Gilberts,,IL
6IL7,closed,Ameritech Center Heliport,US,US-IL,Hoffman Estates,,IL
6IL8,heliport,Centralia Correctional Center Heliport,US,US-IL,Centralia,,IL
6IN0,closed,Volmedics Heliport,US,US-IN,Brazil,,IN
6IN2,small_airport,Whelen Airport,US,US-IN,Waldron,,IN
6IN3,small_airport,Wyandotte Airport,US,US-IN,Lafayette,,IN
6IN4,small_airport,Fischer Field,US,US-IN,Waldron,,IN
6IN5,small_airport,Foghorn Farms Airport,US,US-IN,Pendleton,,IN
6IN6,small_airport,Mershon Airport,US,US-IN,Monrovia,,IN
6IN7,seaplane_base,Lake Pleasant Seaplane Base,US,US-IN,Angola,,IN
6IN8,small_airport,Mcminn Airport,US,US-IN,Rushville,,IN
6IN9,seaplane_base,Lake James Seaplane Base,US,US-IN,Angola,,IN
6IS0,small_airport,Day Aero-Place Airport,US,US-IL,Urbana,,IL
6IS1,heliport,Cary Fire Dept Heliport,US,US-IL,Cary,,IL
6IS2,heliport,Lemont Fire Dept Heliport,US,US-IL,Lemont,,IL
6IS4,heliport,Good Samaritan Regional Health Care Center Heliport,US,US-IL,Mount Vernon,,IL
6IS5,heliport,Presence Holy Family Medical Center Heliport,US,US-IL,Des Plaines,,IL
6IS7,heliport,Presence Sts Mary and Elizabeth Medical Center Heliport,US,US-IL,Chicago,,IL
6IS8,small_airport,Trisler Airport,US,US-IL,Homer,,IL
6IS9,heliport,St Joseph Medical Center - Joliet Heliport,US,US-IL,Joliet,,IL
6J6,small_airport,Edgefield County Airport,US,US-SC,Trenton,,SC
6J8,small_airport,Oak Tree Landing,US,US-FL,High Springs,,FL
6JY8,heliport,Cablevision Bethpage Heliport,US,US-NY,Bethpage,,NY
6K2,small_airport,Shelby County Airport,US,US-MO,Shelbyville,,MO
6K7,small_airport,Grundy Center Municipal Airport,US,US-IA,Grundy Center,,IA
6K9,small_airport,Keosauqua Municipal Airport,US,US-IA,Keosauqua,,IA
6KS0,heliport,Republic County Hospital Heliport,US,US-KS,Belleville,,KS
6KS1,small_airport,Quinter Air Strip,US,US-KS,Quinter,,KS
6KS2,small_airport,Stevenson Private Airport,US,US-KS,Selden,,KS
6KS3,small_airport,Walker Strip,US,US-KS,Sharon Springs,,KS
6KS4,small_airport,Bussen Airport,US,US-KS,Sharon Springs,,KS
6KS5,small_airport,Yeamans Fox Nest Airport,US,US-KS,Pleasanton,,KS
6KS6,small_airport,Kiowa Airport,US,US-KS,Kiowa,,KS
6KS7,small_airport,Shute Airport,US,US-KS,Lebanon,,KS
6KS8,closed,Mary's Place Airport,US,US-KS,Emporia,,KS
6KS9,heliport,Providence Medical Center Heliport,US,US-KS,Kansas City,,KS
6KY3,small_airport,Flying C Farms Airport,US,US-KY,Shelbyville,,KY
6KY4,small_airport,Adair Airport,US,US-KY,Fountain Run,,KY
6KY6,small_airport,Jeffries Farm Airport,US,US-KY,Louisville,,KY
6KY7,small_airport,Alexander Field,US,US-KY,Hickman,,KY
6LA0,heliport,Jackson Barracks Heliport,US,US-LA,New Orleans,,LA
6LA1,small_airport,Cottonwood Airport,US,US-LA,Lake Providence,,LA
6LA2,closed,Division 'B' Office Heliport,US,US-LA,Houma,,LA
6LA3,heliport,Pendleton Memorial Methodist Hospital Heliport,US,US-LA,New Orleans,,LA
6LA4,small_airport,Dyer Airport,US,US-LA,Oakdale,,LA
6LA5,small_airport,Church Point Flyers Airport,US,US-LA,Church Point,,LA
6LA6,small_airport,Williams Flying Service Airport,US,US-LA,Winnsboro,,LA
6LA7,heliport,Cagc Freshwater Terminal Heliport,US,US-LA,Pecan Island,,LA
6LA8,heliport,Mud Hole Heliport,US,US-LA,Kaplan,,LA
6LA9,heliport,Energy Heliport,US,US-LA,Houma,,LA
6LL0,small_airport,Williamson Airport,US,US-IL,Neoga,,IL
6LL1,small_airport,Cumberland Air Park RLA Restricted Landing Area,US,US-IL,Neoga,,IL
6LL2,small_airport,Young Airport,US,US-IL,Viola,,IL
6LL4,small_airport,Wildy Field,US,US-IL,New Athens,,IL
6LL5,small_airport,Smith Restricted Landing Area,US,US-IL,New Berlin,,IL
6LL6,small_airport,Fischer's RLA Restricted Landing Area,US,US-IL,New Memphis,,IL
6LL7,heliport,Jasper County Safety Council Heliport,US,US-IL,Newton,,IL
6LL8,small_airport,Songwood Inn Airport,US,US-IL,Watseka,,IL
6LL9,heliport,Hurst Aviation Heliport,US,US-IL,Coulterville,,IL
6M8,small_airport,Marked Tree Municipal Airport,US,US-AR,Marked Tree,,AR
6MA0,seaplane_base,Lake Gardner Seaplane Base,US,US-MA,Amesbury,,MA
6MA1,heliport,Nason Hill Heliport,US,US-MA,Sherborn,,MA
6MA2,small_airport,Meadowbrook Airport,US,US-MA,Amesbury,,MA
6MA3,heliport,Scibelli Heliport,US,US-MA,Southwick,,MA
6MA4,heliport,Ferncroft Village Heliport,US,US-MA,Middleton,,MA
6MA5,heliport,Baystate Medical Ctr Heliport,US,US-MA,Springfield,,MA
6MA6,heliport,Cotuit Heliport,US,US-MA,Cotuit,,MA
6MA7,heliport,Quantum (Shrewsbury) Heliport,US,US-MA,Shrewsbury,,MA
6MA8,seaplane_base,Acushnet River Seaplane Base,US,US-MA,New Bedford,,MA
6MA9,seaplane_base,Cuttyhunk Harbor Seaplane Base,US,US-MA,Cuttyhunk,,MA
6MD1,small_airport,Dileo Field,US,US-MD,Denton,,MD
6MD2,closed,Spring Landing Airport,US,US-MD,Crumpton,,MD
6MD3,small_airport,Harp Airport,US,US-MD,Wolfsville,,MD
6MD4,small_airport,Pembroke Farm Airport,US,US-MD,Conowingo,,MD
6MD6,heliport,UM Charles Regional Medical Center Heliport,US,US-MD,La Plata,,MD
6MD7,small_airport,D'Angelo Airport,US,US-MD,Golts,,MD
6MD8,small_airport,White's Airstrip,US,US-MD,Pittsville,,MD
6MD9,heliport,Washington Adventist Hospital Heliport,US,US-MD,Takoma Park,,MD
6ME6,small_airport,Abbots Airport,US,US-ME,East Sumner,,ME
6MI0,small_airport,King Trout Airport,US,US-MI,Grayling,,MI
6MI1,small_airport,Jensen Field,US,US-MI,Millington,,MI
6MI2,small_airport,Deyoung Airport,US,US-MI,Allendale,,MI
6MI3,small_airport,Curt's Place Airport,US,US-MI,Zeeland,,MI
6MI4,heliport,Guardian Industries Heliport,US,US-MI,Novi,,MI
6MI5,heliport,Survival Flight Heliport,US,US-MI,Ann Arbor,,MI
6MI6,small_airport,Hancock Airport,US,US-MI,Buchanan,,MI
6MI7,small_airport,J P's Field,US,US-MI,Zeeland,,MI
6MI8,heliport,Omans Heliport,US,US-MI,Almont,,MI
6MI9,heliport,Jr North Heliport,US,US-MI,Long Lake,,MI
6MN0,small_airport,Sky Blue Airfield,US,US-MN,Ponsford,,MN
6MN1,closed,Chuck West Memorial Heliport,US,US-MN,Evansville,,MN
6MN2,closed,Brown's Private Airport,US,US-MN,Hancock,,MN
6MN3,heliport,Hopkins Police Heliport,US,US-MN,Hopkins,,MN
6MN4,seaplane_base,North Center Lake Seaplane Base,US,US-MN,Lindstrom,,MN
6MN5,seaplane_base,Gale's Seaplane Base,US,US-MN,French Lake,,MN
6MN6,seaplane_base,Goose Lake Seaplane Base,US,US-MN,Waconia,,MN
6MN7,small_airport,Mankato Farmstrip Airport,US,US-MN,Mankato,,MN
6MN8,small_airport,Underland Airstrip,US,US-MN,Medford,,MN
6MN9,small_airport,Benson Airport,US,US-MN,White Bear Township,,MN
6MO0,small_airport,Blackhawk Airport,US,US-MO,Old Monroe,,MO
6MO1,small_airport,Markt Air Strip,US,US-MO,Oregon,,MO
6MO2,small_airport,Ste Genevieve Flying Club Airport,US,US-MO,Ste Genevieve,,MO
6MO3,small_airport,Flying 'E' Airport,US,US-MO,Houston,,MO
6MO4,small_airport,Wixted Airport,US,US-MO,Osceola,,MO
6MO5,heliport,Perry County Memorial Hospital Heliport,US,US-MO,Perryville,,MO
6MO6,small_airport,Winter Field,US,US-MO,Owensville,,MO
6MO7,small_airport,Riverside Landings Airport,US,US-MO,Ozark,,MO
6MO8,small_airport,Brazeale Farm Airport,US,US-MO,Paris,,MO
6MO9,small_airport,West Aero Ranch Airport,US,US-MO,Peculiar,,MO
6MS1,small_airport,Woodbridge Airport,US,US-MS,Brandon,,MS
6MS2,small_airport,Wells Farm Airport,US,US-MS,Crystal Springs,,MS
6MS4,heliport,South Central Regional Medical Center Heliport,US,US-MS,Laurel,,MS
6MS6,small_airport,Kaehr Airport,US,US-MS,Brandon,,MS
6MU4,small_airport,Flying Shamrock Airport,US,US-MO,Mexico,,MO
6MU9,small_airport,Craddock Field,US,US-MO,Licking,,MO
6N5,heliport,East 34th Street Heliport,US,US-NY,New York,TSS,NY
6N6,seaplane_base,Evers Seaplane Base,US,US-NY,New York,,NY
6N7,seaplane_base,New York Skyports Inc Seaplane Base,US,US-NY,New York,QNY,NY
6N9,small_airport,Eagles Nest Airport,US,US-NC,Potters Hill,,NC
6NA0,small_airport,Strom Private Airport,US,US-ND,Columbus,,ND
6NA2,small_airport,South Hector Airstrip,US,US-ND,Fargo,,ND
6NA5,small_airport,Chase Airstrip,US,US-ND,Hebron,,ND
6NA6,small_airport,Marsh Brothers Airstrip,US,US-ND,Newburg,,ND
6NA7,small_airport,Kersten Brothers Airport,US,US-ND,Newburg,,ND
6NC0,small_airport,Cox-Grantham Airfield,US,US-NC,Grantham,,NC
6NC1,small_airport,Little Mountain Airport,US,US-NC,Denver,,NC
6NC2,small_airport,Wilhelm Airport,US,US-NC,Kannapolis,,NC
6NC3,small_airport,Eastover Air Ranch Airport,US,US-NC,Fayetteville,,NC
6NC4,small_airport,Brown STOLport,US,US-NC,Taylorsville,,NC
6NC5,small_airport,Thompson Farms Airport,US,US-NC,Whitakers,,NC
6NC6,heliport,North Carolina Helicopters Heliport,US,US-NC,Gastonia,,NC
6NC7,small_airport,Circle P Farm Airport,US,US-NC,Newport,,NC
6NC8,small_airport,Marchmont Plantation Airpark,US,US-NC,Advance,,NC
6NC9,small_airport,Moss Hill Airport,US,US-NC,Kinston,,NC
6ND2,small_airport,Larson Airport,US,US-ND,Fullerton,,ND
6ND3,small_airport,Lisburg Airport,US,US-ND,Argusville,,ND
6ND6,small_airport,Fugleberg Farm Airport,US,US-ND,Portland,,ND
6ND9,small_airport,Skinningsrud Airport,US,US-ND,Berthold,,ND
6NE0,small_airport,Van Boening Airport,US,US-NE,Wallace,,NE
6NE5,heliport,Jan Pad Heliport,US,US-NE,Lincoln,,NE
6NE7,small_airport,Lee Field,US,US-NE,Bartley,,NE
6NE8,small_airport,Hoppy's Airport,US,US-NE,Benkelman,,NE
6NE9,small_airport,Hoesel Airport,US,US-NE,Callaway,,NE
6NJ0,small_airport,Lentine South Airport,US,US-NJ,Warren Grove,,NJ
6NJ1,small_airport,Vliet Airport,US,US-NJ,Washington,,NJ
6NJ2,heliport,Tamarack Flyers Heliport,US,US-NJ,Branchville,,NJ
6NJ3,heliport,Wayne Office Helistop,US,US-NJ,Wayne,,NJ
6NJ4,heliport,Griffin Associates Heliport,US,US-NJ,Moorestown,,NJ
6NJ5,heliport,Lincoln Tunnel Heliport,US,US-NJ,Weehawken,,NJ
6NJ6,heliport,185 Monmouth Parkway Associates Helistop,US,US-NJ,West Long Branch,,NJ
6NJ7,seaplane_base,Greenwood Lake Seaplane Base,US,US-NJ,West Milford,,NJ
6NJ8,small_airport,Lance Airport,US,US-NJ,Whitehouse Station,,NJ
6NJ9,small_airport,Bridgeport-Cahill Field,US,US-NJ,Bridgeport,,NJ
6NK,small_airport,Syracuse Suburban Airport,US,US-NY,Syracuse,,NY
6NK0,small_airport,Knapp Airport,US,US-NY,Schenevus,,NY
6NK1,small_airport,Casey's Airport,US,US-NY,Warsaw,,NY
6NK2,small_airport,Meerwarth Airport,US,US-NY,White Creek,,NY
6NK3,heliport,North Shore University Hospital Nr 2 Heliport,US,US-NY,Manhasset,,NY
6NK4,small_airport,Ttt Air Airport,US,US-NY,North Collins,,NY
6NK5,heliport,Erie County Medical Center Heliport,US,US-NY,Buffalo,,NY
6NK6,heliport,New York State D.E.C. Indian Lake Heliport,US,US-NY,Indian Lake,,NY
6NK7,heliport,Computer Associates Heliport,US,US-NY,Islandia,,NY
6NK8,small_airport,Flying K Airport,US,US-NY,Oneida,,NY
6NK9,heliport,Cec Heliport,US,US-NY,Marcy,,NY
6NY1,small_airport,Old Port Royal Airport,US,US-NY,Corning,,NY
6NY2,small_airport,Omni Airpark,US,US-NY,Horseheads,,NY
6NY3,small_airport,Airy-Acres Airport,US,US-NY,Interlaken,,NY
6NY4,small_airport,West Township Airport,US,US-NY,Knox,,NY
6NY5,heliport,Mary Immaculate Hospital Heliport,US,US-NY,Jamaica Queens,,NY
6NY6,seaplane_base,Firemans White Lake Seaplane Base,US,US-NY,Kauneonga Lake,,NY
6NY7,small_airport,Piolis Brookside Airport,US,US-NY,Kerhonkson,,NY
6NY8,heliport,IBM Kingston Plant Heliport,US,US-NY,Kingston,,NY
6NY9,heliport,Health Alliance Mary's Avenue Heliport,US,US-NY,Kingston,,NY
6OG3,small_airport,Sky Wagon Ranch Airport,US,US-OR,Klamath Falls,,OR
6OH0,heliport,Mercy Medical Center Heliport,US,US-OH,Springfield,,OH
6OH1,small_airport,Missler-Bellevue Airport,US,US-OH,Bellevue,,OH
6OH2,heliport,Craighead Heliport,US,US-OH,Novelty,,OH
6OH3,closed,R C Ford Field,US,US-OH,Berkey,,OH
6OH4,small_airport,Aring Field,US,US-OH,Bowling Green,,OH
6OH5,heliport,Connor Heliport,US,US-OH,Powell,,OH
6OH6,small_airport,Shelton Airport,US,US-OH,Bowling Green,,OH
6OH7,small_airport,Nietz Airport,US,US-OH,Bowling Green,,OH
6OH8,heliport,Rmz Heliport,US,US-OH,Newberry,,OH
6OH9,small_airport,Kemps Field of Dreams Airport,US,US-OH,Covington,,OH
6OI0,closed,Derecsky Airport,US,US-OH,Auburn Center,,OH
6OI4,heliport,Marion General Hospital Heliport,US,US-OH,Marion,,OH
6OI5,small_airport,Mitchell Airport,US,US-OH,Plain City,,OH
6OI6,heliport,Toledo Hospital Heliport,US,US-OH,Toledo,,OH
6OI8,heliport,Cleveland Clinic Foundation Heliport,US,US-OH,Cleveland,,OH
6OI9,heliport,Red Roof Inns Heliport,US,US-OH,Columbus,,OH
6OK0,small_airport,White Airport,US,US-OK,Kingfisher,,OK
6OK1,small_airport,John Reid Airport,US,US-OK,Tahlequah,,OK
6OK2,small_airport,Redhills Airport,US,US-OK,Chickasha,,OK
6OK3,small_airport,Pinson's Cottonpatch Airport,US,US-OK,Tipton,,OK
6OK4,heliport,Hillcrest Medical Center Heliport,US,US-OK,Tulsa,,OK
6OK5,closed,Cary Ranch Airport,US,US-OK,Reydon,,OK
6OK6,small_airport,Earl Henry Airport,US,US-OK,Blackwell,BWL,OK
6OK7,small_airport,Cochran Ranch Airport,US,US-OK,Atoka,,OK
6OK8,small_airport,Lasley Private Airport,US,US-OK,Eakly,,OK
6OK9,small_airport,Mulberry Hill Airport,US,US-OK,Stillwater,,OK
6OR0,small_airport,Grells Airport,US,US-OR,Tangent,,OR
6OR1,small_airport,Pointers Airport,US,US-OR,The Dalles,,OR
6OR2,small_airport,Chenoweth Airpark,US,US-OR,The Dalles,,OR
6OR3,heliport,Tillamook County General Hospital Heliport,US,US-OR,Tillamook,,OR
6OR4,small_airport,Tailwheel Airport,US,US-OR,Prineville,,OR
6OR5,heliport,Meridian Park Hospital Heliport,US,US-OR,Tualatin,,OR
6OR6,small_airport,Wonder Airport,US,US-OR,Wonder,,OR
6OR7,small_airport,Schmidt Airport,US,US-OR,Boring,,OR
6OR8,small_airport,Holce & Oblack Airport,US,US-OR,Birkenfield,,OR
6OR9,small_airport,Reds Wallowa Horse Ranch Airport,US,US-OR,Enterprise,,OR
6P3,small_airport,Waunakee Airport,US,US-WI,Waunakee,,WI
6PA0,small_airport,Myer Airport,US,US-PA,Milford,,PA
6PA1,small_airport,Tower Airfield,US,US-PA,North Washington,,PA
6PA2,heliport,Somerset Hospital Heliport,US,US-PA,Somerset,,PA
6PA3,small_airport,Hackenburg-Penny Hill Airport,US,US-PA,Montoursville,,PA
6PA4,small_airport,Scandia Air Park,US,US-PA,Russell,,PA
6PA5,small_airport,Botsford Aerodrome,US,US-PA,Shippensburg,,PA
6PA6,small_airport,Air Haven Airport,US,US-PA,Moscow,,PA
6PA7,small_airport,Berwick Airport,US,US-PA,Berwick,,PA
6PA8,small_airport,Tall Pines Airfield,US,US-PA,Lock Haven,,PA
6PA9,small_airport,Shangri La Airport,US,US-PA,Burnham,,PA
6PN2,heliport,Lgh-Women and Babies Hospital Heliport,US,US-PA,Lancaster,,PA
6PN3,heliport,Port Meadville Heliport,US,US-PA,Meadville,,PA
6PN4,heliport,Pocono Mountain Heliport,US,US-PA,Mount Pocono,,PA
6PN5,small_airport,Sam's Field,US,US-PA,Bradford,,PA
6PN6,heliport,Henke Heliport,US,US-PA,Pittsburgh,,PA
6PN7,heliport,Moyer Heliport,US,US-PA,Pocono Lake,,PA
6PN8,heliport,Posh Heliport,US,US-PA,Bethlehem,,PA
6PN9,small_airport,Mc Donald's Airport,US,US-PA,Brandonville,,PA
6PS0,heliport,Ellwood City Hospital Heliport,US,US-PA,Ellwood City,,PA
6PS2,heliport,Stouffers Heliport,US,US-PA,King of Prussia,,PA
6PS3,small_airport,Champ Field,US,US-PA,Knoxville,,PA
6PS4,heliport,Riddle Memorial Hospital Heliport,US,US-PA,Media,,PA
6PS5,heliport,Pir Heliport,US,US-PA,Nazareth,,PA
6PS6,heliport,North Middlesex Heliport,US,US-PA,Carlisle,,PA
6PS8,small_airport,Tyler Airport,US,US-PA,New Milford,,PA
6PS9,heliport,Allied Signal Heliport,US,US-PA,Pottsville,,PA
6Q0,heliport,Columbia Heliport,US,US-CA,Columbia,,CA
6R1,small_airport,Welsh Airport,US,US-LA,Welsh,,LA
6R4,closed,Bird's Nest Airport,US,US-TX,Austin,,TX
6R5,small_airport,Alvin Airpark,US,US-TX,Alvin,,TX
6R7,small_airport,Old Harbor Airport,US,US-AK,Old Harbor,,AK
6S4,small_airport,Davis Airport,US,US-OR,Gates,,OR
6S6,small_airport,Powers Airport,US,US-OR,Powers,,OR
6S9,small_airport,Stehekin State Airport,US,US-WA,Stehekin,,WA
6SC1,small_airport,Lesesne Airport,US,US-SC,Cross,,SC
6T2,heliport,Seagate Helistop,US,US-OH,Toledo,,OH
6TA0,small_airport,Rocking R Ranch Airport,US,US-TX,Eldorado,,TX
6TA1,heliport,Sky Ranch Heliport,US,US-TX,Eustace,,TX
6TA2,small_airport,Rockys Place Airport,US,US-TX,Leonard,,TX
6TA3,small_airport,Culp Airport,US,US-TX,Lawrence,,TX
6TA4,small_airport,Winn Exploration Co. Inc Airport,US,US-TX,Eagle Pass,,TX
6TA5,closed,HHI Hitchcock Heliport,US,US-TX,Hitchcock,,TX
6TA6,heliport,B & S Warehouse Heliport,US,US-TX,Houston,,TX
6TA7,small_airport,Flying K Airport,US,US-TX,Weatherford,,TX
6TA8,heliport,Bell Helicopters Auxiliary Heliport,US,US-TX,Hurst,,TX
6TA9,small_airport,Los Ebanos Ranch Airport,US,US-TX,Mathis,,TX
6TE0,small_airport,Skalitsky Airport,US,US-TX,Edcouch,,TX
6TE1,small_airport,Norman & White Airport,US,US-TX,Edinburg,,TX
6TE2,small_airport,Zimmerle Airport,US,US-TX,Abilene,,TX
6TE3,small_airport,Hahns Airport,US,US-TX,Edna,,TX
6TE4,small_airport,Coldwater Ranch Airport,US,US-TX,Sunray,,TX
6TE5,small_airport,Kubecka Flying Service Inc. Airport,US,US-TX,Edna,,TX
6TE6,small_airport,6666 Ranch Airport,US,US-TX,Guthrie,,TX
6TE7,small_airport,Mc Neill Ranch Airport,US,US-TX,Wayside,,TX
6TE8,small_airport,Douglas Flying Service Private Airport,US,US-TX,Aspermont,,TX
6TE9,small_airport,Mc Kenzie Field,US,US-TX,Avinger,,TX
6TN0,heliport,Waldens Creek Heliport,US,US-TN,Pigeon Forge,,TN
6TN1,small_airport,Weakleys Field,US,US-TN,Pleasantview,,TN
6TN2,heliport,Hawkins County Memorial Hospital Heliport,US,US-TN,Rogersville,,TN
6TN3,heliport,Sixty Six Heliport,US,US-TN,Sevierville,,TN
6TN4,small_airport,The Aviation Valley Airport,US,US-TN,Tullahoma,,TN
6TN5,closed,Decatur County Hospital Heliport,US,US-TN,Parsons,,TN
6TN6,heliport,Milan General Hospital Heliport,US,US-TN,Milan,,TN
6TN7,small_airport,St. Somewhere Airport,US,US-TN,Grand Junction,,TN
6TN8,heliport,Valley Regional Heliport,US,US-TN,Camden,,TN
6TN9,small_airport,Dripping Springs Farm Airport,US,US-TN,Burns,,TN
6TS0,small_airport,True Airport,US,US-TX,Plainview,,TX
6TS1,small_airport,Worrell Airport,US,US-TX,Kempner,,TX
6TS2,small_airport,Dauenhauer Field Airport,US,US-TX,Boyd,,TX
6TS3,closed,Dale Acres Airport,US,US-TX,Milford,,TX
6TS4,small_airport,Stampede Valley Airport,US,US-TX,Moffat,,TX
6TS5,heliport,Eds Administration Nr 1 Heliport,US,US-TX,Plano,,TX
6TS6,small_airport,Wood Crest Ranch Airport,US,US-TX,Normangee,,TX
6TS7,heliport,Johnny Voudouris Heliport,US,US-TX,Oak Hill,,TX
